model,scenario,season_year,season,count,interval_name,variable
CSIRO-Mk3-6-0,rcp85,2011,JJA,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2013,JJA,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2014,JJA,3,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2016,JJA,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2018,JJA,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2019,JJA,3,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2020,JJA,5,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2021,JJA,3,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2022,JJA,7,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2023,JJA,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2024,JJA,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2025,JJA,1,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2026,JJA,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2027,JJA,3,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2028,JJA,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2029,JJA,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2030,JJA,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2031,JJA,7,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2032,JJA,4,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2033,JJA,2,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2035,JJA,7,pr 50mm,Precipitation
CSIRO-Mk3-6-0,rcp85,2036,JJA,3,pr 50mm,Precipitation
CanESM2,rcp85,2006,JJA,9,pr 50mm,Precipitation
CanESM2,rcp85,2007,JJA,2,pr 50mm,Precipitation
CanESM2,rcp85,2008,JJA,7,pr 50mm,Precipitation
CanESM2,rcp85,2009,JJA,4,pr 50mm,Precipitation
CanESM2,rcp85,2010,JJA,2,pr 50mm,Precipitation
CanESM2,rcp85,2011,JJA,5,pr 50mm,Precipitation
CanESM2,rcp85,2012,JJA,2,pr 50mm,Precipitation
CanESM2,rcp85,2013,JJA,4,pr 50mm,Precipitation
CanESM2,rcp85,2014,JJA,5,pr 50mm,Precipitation
CanESM2,rcp85,2015,JJA,4,pr 50mm,Precipitation
CanESM2,rcp85,2016,JJA,3,pr 50mm,Precipitation
CanESM2,rcp85,2017,JJA,3,pr 50mm,Precipitation
CanESM2,rcp85,2018,JJA,5,pr 50mm,Precipitation
CanESM2,rcp85,2019,JJA,5,pr 50mm,Precipitation
CanESM2,rcp85,2020,JJA,3,pr 50mm,Precipitation
CanESM2,rcp85,2021,JJA,1,pr 50mm,Precipitation
CanESM2,rcp85,2022,JJA,3,pr 50mm,Precipitation
CanESM2,rcp85,2023,JJA,7,pr 50mm,Precipitation
CanESM2,rcp85,2024,JJA,5,pr 50mm,Precipitation
CanESM2,rcp85,2025,JJA,6,pr 50mm,Precipitation
CanESM2,rcp85,2026,JJA,4,pr 50mm,Precipitation
CanESM2,rcp85,2027,JJA,7,pr 50mm,Precipitation
CanESM2,rcp85,2028,JJA,5,pr 50mm,Precipitation
CanESM2,rcp85,2029,JJA,4,pr 50mm,Precipitation
CanESM2,rcp85,2030,JJA,5,pr 50mm,Precipitation
CanESM2,rcp85,2031,JJA,1,pr 50mm,Precipitation
CanESM2,rcp85,2032,JJA,5,pr 50mm,Precipitation
CanESM2,rcp85,2033,JJA,4,pr 50mm,Precipitation
CanESM2,rcp85,2034,JJA,5,pr 50mm,Precipitation
CanESM2,rcp85,2035,JJA,1,pr 50mm,Precipitation
CanESM2,rcp85,2036,JJA,6,pr 50mm,Precipitation
EC-EARTH,rcp85,2006,JJA,4,pr 50mm,Precipitation
EC-EARTH,rcp85,2007,JJA,3,pr 50mm,Precipitation
EC-EARTH,rcp85,2008,JJA,4,pr 50mm,Precipitation
EC-EARTH,rcp85,2009,JJA,2,pr 50mm,Precipitation
EC-EARTH,rcp85,2010,JJA,2,pr 50mm,Precipitation
EC-EARTH,rcp85,2011,JJA,2,pr 50mm,Precipitation
EC-EARTH,rcp85,2012,JJA,4,pr 50mm,Precipitation
EC-EARTH,rcp85,2014,JJA,9,pr 50mm,Precipitation
EC-EARTH,rcp85,2015,JJA,9,pr 50mm,Precipitation
EC-EARTH,rcp85,2016,JJA,3,pr 50mm,Precipitation
EC-EARTH,rcp85,2017,JJA,1,pr 50mm,Precipitation
EC-EARTH,rcp85,2018,JJA,1,pr 50mm,Precipitation
EC-EARTH,rcp85,2019,JJA,4,pr 50mm,Precipitation
EC-EARTH,rcp85,2020,JJA,1,pr 50mm,Precipitation
EC-EARTH,rcp85,2021,JJA,4,pr 50mm,Precipitation
EC-EARTH,rcp85,2022,JJA,1,pr 50mm,Precipitation
EC-EARTH,rcp85,2023,JJA,1,pr 50mm,Precipitation
EC-EARTH,rcp85,2025,JJA,7,pr 50mm,Precipitation
EC-EARTH,rcp85,2026,JJA,8,pr 50mm,Precipitation
EC-EARTH,rcp85,2027,JJA,7,pr 50mm,Precipitation
EC-EARTH,rcp85,2028,JJA,4,pr 50mm,Precipitation
EC-EARTH,rcp85,2030,JJA,1,pr 50mm,Precipitation
EC-EARTH,rcp85,2031,JJA,2,pr 50mm,Precipitation
EC-EARTH,rcp85,2033,JJA,2,pr 50mm,Precipitation
EC-EARTH,rcp85,2034,JJA,1,pr 50mm,Precipitation
EC-EARTH,rcp85,2035,JJA,11,pr 50mm,Precipitation
EC-EARTH,rcp85,2036,JJA,7,pr 50mm,Precipitation
FGOALS-g2,rcp85,2006,JJA,1,pr 50mm,Precipitation
FGOALS-g2,rcp85,2007,JJA,2,pr 50mm,Precipitation
FGOALS-g2,rcp85,2008,JJA,1,pr 50mm,Precipitation
FGOALS-g2,rcp85,2009,JJA,3,pr 50mm,Precipitation
FGOALS-g2,rcp85,2010,JJA,5,pr 50mm,Precipitation
FGOALS-g2,rcp85,2011,JJA,8,pr 50mm,Precipitation
FGOALS-g2,rcp85,2012,JJA,5,pr 50mm,Precipitation
FGOALS-g2,rcp85,2013,JJA,3,pr 50mm,Precipitation
FGOALS-g2,rcp85,2014,JJA,5,pr 50mm,Precipitation
FGOALS-g2,rcp85,2015,JJA,4,pr 50mm,Precipitation
FGOALS-g2,rcp85,2016,JJA,1,pr 50mm,Precipitation
FGOALS-g2,rcp85,2017,JJA,7,pr 50mm,Precipitation
FGOALS-g2,rcp85,2018,JJA,5,pr 50mm,Precipitation
FGOALS-g2,rcp85,2019,JJA,2,pr 50mm,Precipitation
FGOALS-g2,rcp85,2020,JJA,6,pr 50mm,Precipitation
FGOALS-g2,rcp85,2021,JJA,5,pr 50mm,Precipitation
FGOALS-g2,rcp85,2022,JJA,8,pr 50mm,Precipitation
FGOALS-g2,rcp85,2023,JJA,3,pr 50mm,Precipitation
FGOALS-g2,rcp85,2024,JJA,3,pr 50mm,Precipitation
FGOALS-g2,rcp85,2025,JJA,3,pr 50mm,Precipitation
FGOALS-g2,rcp85,2026,JJA,3,pr 50mm,Precipitation
FGOALS-g2,rcp85,2027,JJA,4,pr 50mm,Precipitation
FGOALS-g2,rcp85,2028,JJA,1,pr 50mm,Precipitation
FGOALS-g2,rcp85,2029,JJA,3,pr 50mm,Precipitation
FGOALS-g2,rcp85,2030,JJA,1,pr 50mm,Precipitation
FGOALS-g2,rcp85,2031,JJA,2,pr 50mm,Precipitation
FGOALS-g2,rcp85,2032,JJA,2,pr 50mm,Precipitation
FGOALS-g2,rcp85,2033,JJA,4,pr 50mm,Precipitation
FGOALS-g2,rcp85,2034,JJA,3,pr 50mm,Precipitation
FGOALS-g2,rcp85,2035,JJA,12,pr 50mm,Precipitation
FGOALS-g2,rcp85,2036,JJA,4,pr 50mm,Precipitation
GFDL-CM3,rcp85,2006,JJA,4,pr 50mm,Precipitation
GFDL-CM3,rcp85,2007,JJA,1,pr 50mm,Precipitation
GFDL-CM3,rcp85,2008,JJA,4,pr 50mm,Precipitation
GFDL-CM3,rcp85,2009,JJA,2,pr 50mm,Precipitation
GFDL-CM3,rcp85,2012,JJA,3,pr 50mm,Precipitation
GFDL-CM3,rcp85,2013,JJA,3,pr 50mm,Precipitation
GFDL-CM3,rcp85,2014,JJA,1,pr 50mm,Precipitation
GFDL-CM3,rcp85,2015,JJA,1,pr 50mm,Precipitation
GFDL-CM3,rcp85,2016,JJA,2,pr 50mm,Precipitation
GFDL-CM3,rcp85,2017,JJA,3,pr 50mm,Precipitation
GFDL-CM3,rcp85,2018,JJA,4,pr 50mm,Precipitation
GFDL-CM3,rcp85,2019,JJA,8,pr 50mm,Precipitation
GFDL-CM3,rcp85,2020,JJA,7,pr 50mm,Precipitation
GFDL-CM3,rcp85,2021,JJA,1,pr 50mm,Precipitation
GFDL-CM3,rcp85,2022,JJA,1,pr 50mm,Precipitation
GFDL-CM3,rcp85,2023,JJA,2,pr 50mm,Precipitation
GFDL-CM3,rcp85,2024,JJA,3,pr 50mm,Precipitation
GFDL-CM3,rcp85,2025,JJA,2,pr 50mm,Precipitation
GFDL-CM3,rcp85,2026,JJA,6,pr 50mm,Precipitation
GFDL-CM3,rcp85,2027,JJA,1,pr 50mm,Precipitation
GFDL-CM3,rcp85,2028,JJA,4,pr 50mm,Precipitation
GFDL-CM3,rcp85,2029,JJA,6,pr 50mm,Precipitation
GFDL-CM3,rcp85,2030,JJA,5,pr 50mm,Precipitation
GFDL-CM3,rcp85,2031,JJA,4,pr 50mm,Precipitation
GFDL-CM3,rcp85,2032,JJA,6,pr 50mm,Precipitation
GFDL-CM3,rcp85,2033,JJA,3,pr 50mm,Precipitation
GFDL-CM3,rcp85,2034,JJA,7,pr 50mm,Precipitation
GFDL-CM3,rcp85,2035,JJA,3,pr 50mm,Precipitation
GFDL-CM3,rcp85,2036,JJA,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2006,JJA,10,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2007,JJA,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2008,JJA,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2010,JJA,11,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2011,JJA,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2012,JJA,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2013,JJA,3,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2014,JJA,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2015,JJA,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2016,JJA,5,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2017,JJA,6,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2018,JJA,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2019,JJA,10,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2020,JJA,8,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2022,JJA,5,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2023,JJA,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2024,JJA,16,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2025,JJA,8,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2026,JJA,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2027,JJA,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2028,JJA,9,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2029,JJA,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2030,JJA,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2031,JJA,7,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2032,JJA,2,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2033,JJA,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2034,JJA,4,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2035,JJA,1,pr 50mm,Precipitation
GFDL-ESM2G,rcp85,2036,JJA,2,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2006,JJA,3,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2007,JJA,6,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2008,JJA,2,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2009,JJA,7,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2010,JJA,3,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2011,JJA,1,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2012,JJA,1,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2013,JJA,11,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2014,JJA,3,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2015,JJA,2,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2016,JJA,7,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2017,JJA,5,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2018,JJA,1,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2019,JJA,1,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2020,JJA,5,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2021,JJA,9,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2022,JJA,8,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2023,JJA,5,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2025,JJA,11,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2026,JJA,1,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2027,JJA,3,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2028,JJA,5,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2029,JJA,9,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2030,JJA,5,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2031,JJA,8,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2032,JJA,8,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2033,JJA,1,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2034,JJA,2,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2035,JJA,4,pr 50mm,Precipitation
GFDL-ESM2M,rcp85,2036,JJA,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2006,JJA,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2011,JJA,1,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2014,JJA,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2015,JJA,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2016,JJA,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2018,JJA,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2020,JJA,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2021,JJA,8,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2022,JJA,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2024,JJA,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2026,JJA,5,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2027,JJA,4,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2028,JJA,10,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2029,JJA,2,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2030,JJA,11,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2033,JJA,3,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2034,JJA,6,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2035,JJA,4,pr 50mm,Precipitation
IPSL-CM5A-LR,rcp85,2036,JJA,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2006,JJA,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2007,JJA,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2008,JJA,10,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2009,JJA,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2010,JJA,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2011,JJA,2,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2012,JJA,3,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2013,JJA,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2014,JJA,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2015,JJA,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2016,JJA,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2017,JJA,7,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2018,JJA,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2019,JJA,3,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2020,JJA,3,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2021,JJA,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2022,JJA,2,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2024,JJA,5,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2025,JJA,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2026,JJA,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2027,JJA,3,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2028,JJA,3,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2029,JJA,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2030,JJA,2,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2031,JJA,1,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2032,JJA,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2033,JJA,4,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2034,JJA,6,pr 50mm,Precipitation
IPSL-CM5A-MR,rcp85,2035,JJA,4,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2006,JJA,1,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2008,JJA,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2009,JJA,5,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2011,JJA,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2013,JJA,6,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2014,JJA,5,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2015,JJA,8,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2016,JJA,10,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2017,JJA,1,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2018,JJA,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2019,JJA,5,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2021,JJA,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2022,JJA,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2023,JJA,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2024,JJA,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2025,JJA,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2026,JJA,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2027,JJA,7,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2028,JJA,5,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2029,JJA,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2030,JJA,4,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2031,JJA,2,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2032,JJA,4,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2033,JJA,3,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2034,JJA,5,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2035,JJA,1,pr 50mm,Precipitation
IPSL-CM5B-LR,rcp85,2036,JJA,10,pr 50mm,Precipitation
MIROC-ESM,rcp85,2006,JJA,8,pr 50mm,Precipitation
MIROC-ESM,rcp85,2007,JJA,3,pr 50mm,Precipitation
MIROC-ESM,rcp85,2008,JJA,3,pr 50mm,Precipitation
MIROC-ESM,rcp85,2009,JJA,6,pr 50mm,Precipitation
MIROC-ESM,rcp85,2010,JJA,2,pr 50mm,Precipitation
MIROC-ESM,rcp85,2011,JJA,2,pr 50mm,Precipitation
MIROC-ESM,rcp85,2012,JJA,7,pr 50mm,Precipitation
MIROC-ESM,rcp85,2013,JJA,4,pr 50mm,Precipitation
MIROC-ESM,rcp85,2014,JJA,5,pr 50mm,Precipitation
MIROC-ESM,rcp85,2015,JJA,1,pr 50mm,Precipitation
MIROC-ESM,rcp85,2017,JJA,17,pr 50mm,Precipitation
MIROC-ESM,rcp85,2018,JJA,2,pr 50mm,Precipitation
MIROC-ESM,rcp85,2019,JJA,1,pr 50mm,Precipitation
MIROC-ESM,rcp85,2021,JJA,1,pr 50mm,Precipitation
MIROC-ESM,rcp85,2022,JJA,1,pr 50mm,Precipitation
MIROC-ESM,rcp85,2024,JJA,7,pr 50mm,Precipitation
MIROC-ESM,rcp85,2025,JJA,5,pr 50mm,Precipitation
MIROC-ESM,rcp85,2026,JJA,4,pr 50mm,Precipitation
MIROC-ESM,rcp85,2028,JJA,3,pr 50mm,Precipitation
MIROC-ESM,rcp85,2030,JJA,2,pr 50mm,Precipitation
MIROC-ESM,rcp85,2031,JJA,1,pr 50mm,Precipitation
MIROC-ESM,rcp85,2033,JJA,6,pr 50mm,Precipitation
MIROC-ESM,rcp85,2034,JJA,5,pr 50mm,Precipitation
MIROC-ESM,rcp85,2035,JJA,2,pr 50mm,Precipitation
MIROC-ESM,rcp85,2036,JJA,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2007,JJA,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2008,JJA,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2009,JJA,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2012,JJA,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2013,JJA,9,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2014,JJA,5,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2015,JJA,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2016,JJA,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2017,JJA,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2018,JJA,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2019,JJA,3,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2020,JJA,7,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2021,JJA,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2022,JJA,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2023,JJA,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2024,JJA,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2025,JJA,2,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2026,JJA,7,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2029,JJA,5,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2030,JJA,4,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2031,JJA,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2032,JJA,5,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2033,JJA,1,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2034,JJA,6,pr 50mm,Precipitation
MIROC-ESM-CHEM,rcp85,2035,JJA,6,pr 50mm,Precipitation
MIROC5,rcp85,2006,JJA,3,pr 50mm,Precipitation
MIROC5,rcp85,2007,JJA,9,pr 50mm,Precipitation
MIROC5,rcp85,2008,JJA,11,pr 50mm,Precipitation
MIROC5,rcp85,2009,JJA,3,pr 50mm,Precipitation
MIROC5,rcp85,2010,JJA,4,pr 50mm,Precipitation
MIROC5,rcp85,2011,JJA,1,pr 50mm,Precipitation
MIROC5,rcp85,2012,JJA,4,pr 50mm,Precipitation
MIROC5,rcp85,2013,JJA,6,pr 50mm,Precipitation
MIROC5,rcp85,2014,JJA,5,pr 50mm,Precipitation
MIROC5,rcp85,2015,JJA,6,pr 50mm,Precipitation
MIROC5,rcp85,2016,JJA,1,pr 50mm,Precipitation
MIROC5,rcp85,2017,JJA,4,pr 50mm,Precipitation
MIROC5,rcp85,2018,JJA,2,pr 50mm,Precipitation
MIROC5,rcp85,2019,JJA,3,pr 50mm,Precipitation
MIROC5,rcp85,2020,JJA,1,pr 50mm,Precipitation
MIROC5,rcp85,2021,JJA,5,pr 50mm,Precipitation
MIROC5,rcp85,2022,JJA,5,pr 50mm,Precipitation
MIROC5,rcp85,2023,JJA,6,pr 50mm,Precipitation
MIROC5,rcp85,2024,JJA,5,pr 50mm,Precipitation
MIROC5,rcp85,2025,JJA,6,pr 50mm,Precipitation
MIROC5,rcp85,2026,JJA,6,pr 50mm,Precipitation
MIROC5,rcp85,2027,JJA,4,pr 50mm,Precipitation
MIROC5,rcp85,2028,JJA,8,pr 50mm,Precipitation
MIROC5,rcp85,2029,JJA,10,pr 50mm,Precipitation
MIROC5,rcp85,2030,JJA,6,pr 50mm,Precipitation
MIROC5,rcp85,2031,JJA,4,pr 50mm,Precipitation
MIROC5,rcp85,2033,JJA,9,pr 50mm,Precipitation
MIROC5,rcp85,2034,JJA,3,pr 50mm,Precipitation
MIROC5,rcp85,2035,JJA,7,pr 50mm,Precipitation
MIROC5,rcp85,2036,JJA,20,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2006,JJA,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2007,JJA,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2008,JJA,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2009,JJA,7,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2011,JJA,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2012,JJA,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2013,JJA,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2014,JJA,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2016,JJA,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2017,JJA,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2018,JJA,4,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2019,JJA,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2020,JJA,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2021,JJA,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2022,JJA,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2023,JJA,2,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2024,JJA,6,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2025,JJA,1,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2026,JJA,3,pr 50mm,Precipitation
MPI-ESM-LR,rcp85,2027,JJA,2,pr 50mm,Precipitation
